DocumentID,PolicyID,locationCode,location,interestPol,yearMin,yearMax,startDate,endDate
document_id_284,policy_id_2711,전국,전국,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_285,policy_id_2709,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_286,policy_id_2708,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_287,policy_id_2706,전국,전국,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_288,policy_id_2705,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_289,policy_id_2704,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_290,policy_id_2703,전국,전국,"교육훈련, 체험, 인턴",18,64,20200101,20201231
document_id_291,policy_id_2702,전국,전국,"교육훈련, 체험, 인턴",0,75,20200101,20201231
document_id_292,policy_id_2700,전국,전국,"교육훈련, 체험, 인턴",15,99,20200101,20201231
document_id_293,policy_id_2699,전국,전국,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_294,policy_id_2698,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_295,policy_id_2697,전국,전국,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_296,policy_id_2695,전국,전국,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_297,policy_id_2694,전국,전국,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_298,policy_id_2693,전국,전국,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_299,policy_id_2692,전국,전국,"교육훈련, 체험, 인턴",15,99,20200101,20201231
document_id_300,policy_id_2359,전남,제주 제주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_301,policy_id_2354,전남,제주 제주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_302,policy_id_2326,전남,제주,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_303,policy_id_2319,전남,제주,"교육훈련, 체험, 인턴",19,34,20200101,20201020
document_id_304,policy_id_2283,전남,제주,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_305,policy_id_2488,충남,충남 천안시,"교육훈련, 체험, 인턴",18,39,20200102,20201231
document_id_306,policy_id_2478,충남,충남 아산시,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_307,policy_id_2473,충남,충남 아산시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_308,policy_id_2471,충남,충남 아산시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_309,policy_id_2470,충남,충남 아산시,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_310,policy_id_2425,충남,충남,"교육훈련, 체험, 인턴",18,50,20200101,20201231
document_id_311,policy_id_2388,충남,충남 보령시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_312,policy_id_2384,충남,충남 당진시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_313,policy_id_2383,충남,충남 당진시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_314,policy_id_2370,충남,충남 금산군,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_315,policy_id_773,경남,경남 함안군,"교육훈련, 체험, 인턴",18,35,20200101,20201231
document_id_316,policy_id_772,경남,경남 하동군,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_317,policy_id_767,경남,경남 하동군,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_318,policy_id_764,경남,경남 하동군,"교육훈련, 체험, 인턴",18,99,20200101,20201231
document_id_319,policy_id_740,경남,경남 창원시,"교육훈련, 체험, 인턴",18,34,20200201,20201231
document_id_320,policy_id_736,경남,경남 창원시,"교육훈련, 체험, 인턴",0,99,20200629,20200706
document_id_321,policy_id_732,경남,경남 창원시,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_322,policy_id_730,경남,경남 창원시,"교육훈련, 체험, 인턴",15,34,20200101,20201231
document_id_323,policy_id_724,경남,경남 창녕군,"교육훈련, 체험, 인턴",18,34,20200301,20200331
document_id_324,policy_id_714,경남,경남 진주시,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_325,policy_id_711,경남,경남 진주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_326,policy_id_710,경남,경남 진주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_327,policy_id_709,경남,경남 진주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_328,policy_id_707,경남,경남 진주시,"교육훈련, 체험, 인턴",40,45,20200201,20200229
document_id_329,policy_id_704,경남,경남 진주시,"교육훈련, 체험, 인턴",0,39,20200801,20200810
document_id_330,policy_id_700,경남,경남 진주시,"교육훈련, 체험, 인턴",18,29,20200501,20201130
document_id_331,policy_id_693,경남,경남 진주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_332,policy_id_692,경남,경남 진주시,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_333,policy_id_691,경남,경남 진주시,"교육훈련, 체험, 인턴",18,34,20200301,20200331
document_id_334,policy_id_690,경남,경남 진주시,"교육훈련, 체험, 인턴",18,99,20200101,20201231
document_id_335,policy_id_689,경남,경남 진주시,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_336,policy_id_688,경남,경남 진주시,"교육훈련, 체험, 인턴",0,99,20200501,20201231
document_id_337,policy_id_679,경남,경남 양산시/ 함양군,"교육훈련, 체험, 인턴",18,34,20200301,20200331
document_id_338,policy_id_663,경남,경남 양산시,"교육훈련, 체험, 인턴",0,34,20200501,20201231
document_id_339,policy_id_660,경남,경남,"교육훈련, 체험, 인턴",18,39,20201014,20201024
document_id_340,policy_id_650,경남,경남 사천시,"교육훈련, 체험, 인턴",18,45,20200101,20201231
document_id_341,policy_id_648,경남,경남,"교육훈련, 체험, 인턴",19,39,20200106,20200122
document_id_342,policy_id_640,경남,경남 사천시,"교육훈련, 체험, 인턴",18,45,20200201,20201231
document_id_343,policy_id_624,경남,경남,"교육훈련, 체험, 인턴",0,39,20200203,20200221
document_id_344,policy_id_623,경남,경남,"교육훈련, 체험, 인턴",0,34,20200301,20200630
document_id_345,policy_id_613,경남,경남 진주시,"교육훈련, 체험, 인턴",18,39,20200203,20200331
document_id_346,policy_id_612,경남,경남,"교육훈련, 체험, 인턴",18,34,20200301,20200331
document_id_347,policy_id_608,경남,경남,"교육훈련, 체험, 인턴",18,34,20200201,20200630
document_id_348,policy_id_605,경남,경남,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_349,policy_id_596,경남,경남 밀양시,"교육훈련, 체험, 인턴",18,39,20200101,20200229
document_id_350,policy_id_593,경남,경남 밀양시,"교육훈련, 체험, 인턴",18,35,20200101,20200531
document_id_351,policy_id_592,경남,경남 밀양시,"교육훈련, 체험, 인턴",18,39,20200101,20200229
document_id_352,policy_id_591,경남,경남 밀양시,"교육훈련, 체험, 인턴",18,39,20200101,20200229
document_id_353,policy_id_588,경남,경남 밀양시,"교육훈련, 체험, 인턴",18,39,20200301,20200331
document_id_354,policy_id_573,경남,경남 남해군,"교육훈련, 체험, 인턴",18,39,20200101,20200630
document_id_355,policy_id_571,경남,경남 김해시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_356,policy_id_525,경남,경남 거창군,"교육훈련, 체험, 인턴",18,34,20200501,20200531
document_id_357,policy_id_505,경기,경기 화성시,"교육훈련, 체험, 인턴",18,80,20200316,20200325
document_id_358,policy_id_503,경기,경기 화성시,"교육훈련, 체험, 인턴",17,29,20201020,20200131
document_id_359,policy_id_496,경기,경기 화성시,"교육훈련, 체험, 인턴",19,34,20200201,20200630
document_id_360,policy_id_495,경기,경기 화성시,"교육훈련, 체험, 인턴",19,39,20200102,20201218
document_id_361,policy_id_493,경기,경기 하남시,"교육훈련, 체험, 인턴",19,49,20200101,20200630
document_id_362,policy_id_491,경기,경기 하남시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_363,policy_id_482,경기,경기 포천시,"교육훈련, 체험, 인턴",0,39,20200129,20200226
document_id_364,policy_id_480,경기,경기 포천시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_365,policy_id_479,경기,경기 포천시,"교육훈련, 체험, 인턴",0,39,20200219,20200309
document_id_366,policy_id_478,경기,경기 포천시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_367,policy_id_476,경기,경기 평택시,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_368,policy_id_475,경기,경기 평택시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_369,policy_id_473,경기,경기 평택시,"교육훈련, 체험, 인턴",0,34,20200101,20201231
document_id_370,policy_id_468,경기,경기 평택시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_371,policy_id_467,경기,경기 평택시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_372,policy_id_466,경기,경기 평택시,"교육훈련, 체험, 인턴",19,39,20200302,20201210
document_id_373,policy_id_461,경기,경기 파주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_374,policy_id_460,경기,경기 파주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_375,policy_id_459,경기,경기 파주시,"교육훈련, 체험, 인턴",18,39,20200210,20200928
document_id_376,policy_id_452,경기,경기 의정부시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_377,policy_id_451,경기,경기 의정부시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_378,policy_id_450,경기,경기 의정부시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_379,policy_id_449,경기,경기 의정부시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_380,policy_id_448,경기,경기 의왕시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_381,policy_id_447,경기,경기 의왕시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_382,policy_id_443,경기,경기 용인시,"교육훈련, 체험, 인턴",19,39,20200301,20200331
document_id_383,policy_id_439,경기,경기 용인시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_384,policy_id_437,경기,경기 용인시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_385,policy_id_435,경기,경기 용인시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_386,policy_id_430,경기,경기 오산시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_387,policy_id_429,경기,경기 오산시,"교육훈련, 체험, 인턴",18,34,20200302,20200731
document_id_388,policy_id_426,경기,경기 오산시,"교육훈련, 체험, 인턴",18,34,20200401,20201231
document_id_389,policy_id_419,경기,경기 오산시,"교육훈련, 체험, 인턴",18,34,20200217,20201130
document_id_390,policy_id_413,경기,경기 양평군,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_391,policy_id_406,경기,경기 양주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_392,policy_id_405,경기,경기 양주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_393,policy_id_389,경기,경기 안양시,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_394,policy_id_388,경기,경기 안양시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_395,policy_id_387,경기,경기 안양시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_396,policy_id_386,경기,경기 안양시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_397,policy_id_385,경기,경기 안양시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_398,policy_id_384,경기,경기 안양시,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_399,policy_id_374,경기,경기 안성시,"교육훈련, 체험, 인턴",0,30,20200101,20201231
document_id_400,policy_id_373,경기,경기 안성시,"교육훈련, 체험, 인턴",20,39,20200301,20201131
document_id_401,policy_id_372,경기,경기 안성시,"교육훈련, 체험, 인턴",0,99,20200501,20201131
document_id_402,policy_id_367,경기,경기 안산시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_403,policy_id_366,경기,경기 안산시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_404,policy_id_365,경기,경기 안산시,"교육훈련, 체험, 인턴",18,39,20200113,20200120
document_id_405,policy_id_357,경기,경기 시흥시,"교육훈련, 체험, 인턴",0,29,20200101,20201231
document_id_406,policy_id_356,경기,경기 시흥시,"교육훈련, 체험, 인턴",0,39,20200114,20200214
document_id_407,policy_id_335,경기,경기 수원시,"교육훈련, 체험, 인턴",0,99,20200601,20200630
document_id_408,policy_id_321,경기,경기 수원시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_409,policy_id_319,경기,경기 수원시,"교육훈련, 체험, 인턴",0,99,20200101,20200630
document_id_410,policy_id_318,경기,경기 수원시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_411,policy_id_315,경기,경기 수원시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_412,policy_id_313,경기,경기 수원시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_413,policy_id_312,경기,경기 수원시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_414,policy_id_311,경기,경기 수원시,"교육훈련, 체험, 인턴",19,39,20200301,20200331
document_id_415,policy_id_310,경기,경기 수원시,"교육훈련, 체험, 인턴",19,34,20200301,20200430
document_id_416,policy_id_309,경기,경기 수원시,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_417,policy_id_302,경기,경기 성남시,"교육훈련, 체험, 인턴",19,24,20200401,20200430
document_id_418,policy_id_294,경기,경기 성남시,"교육훈련, 체험, 인턴",0,99,20200201,20200229
document_id_419,policy_id_293,경기,경기 성남시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_420,policy_id_292,경기,경기 성남시,"교육훈련, 체험, 인턴",18,39,20200201,20200331
document_id_421,policy_id_284,경기,경기 부천시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_422,policy_id_277,경기,경기 부천시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_423,policy_id_274,경기,경기 부천시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_424,policy_id_273,경기,경기 부천시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_425,policy_id_267,경기,경기,"교육훈련, 체험, 인턴",0,99,20200108,20201231
document_id_426,policy_id_266,경기,경기,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_427,policy_id_258,경기,경기,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_428,policy_id_257,경기,경기,"교육훈련, 체험, 인턴",0,99,20200316,20200405
document_id_429,policy_id_256,경기,경기,"교육훈련, 체험, 인턴",0,99,20200501,20200630
document_id_430,policy_id_254,경기,경기,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_431,policy_id_239,경기,경기 동두천시,"교육훈련, 체험, 인턴",0,99,20200101,20200229
document_id_432,policy_id_238,경기,인천,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_433,policy_id_236,경기,경기 남양주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_434,policy_id_234,경기,경기 남양주시,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_435,policy_id_233,경기,경기 남양주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_436,policy_id_226,경기,경기 김포시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_437,policy_id_225,경기,경기 김포시,"교육훈련, 체험, 인턴",15,39,20200302,20201231
document_id_438,policy_id_224,경기,경기 김포시,"교육훈련, 체험, 인턴",19,34,20200101,20201231
document_id_439,policy_id_220,경기,경기 군포시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_440,policy_id_218,경기,경기 군포시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_441,policy_id_217,경기,경기 군포시,"교육훈련, 체험, 인턴",18,39,20200130,20200214
document_id_442,policy_id_214,경기,경기 구리시,"교육훈련, 체험, 인턴",18,39,20200128,20200210
document_id_443,policy_id_213,경기,경기 구리시,"교육훈련, 체험, 인턴",18,39,20200210,20201231
document_id_444,policy_id_209,경기,경기 광주시,"교육훈련, 체험, 인턴",18,34,20200201,20200531
document_id_445,policy_id_207,경기,경기 광주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_446,policy_id_205,경기,경기 과천시,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_447,policy_id_203,경기,경기 과천시,"교육훈련, 체험, 인턴",19,39,20200301,20201231
document_id_448,policy_id_198,경기,경기 고양시,"교육훈련, 체험, 인턴",18,39,20200301,20200331
document_id_449,policy_id_196,경기,경기 고양시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_450,policy_id_191,경기,경기 고양시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_451,policy_id_190,경기,경기 고양시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_452,policy_id_189,경기,경기 고양시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_453,policy_id_1699,경기,인천,"교육훈련, 체험, 인턴",19,34,20200212,20200224
document_id_454,policy_id_1686,경기,인천,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_455,policy_id_1665,경기,인천 미추홀구,"교육훈련, 체험, 인턴",15,34,20200302,20200403
document_id_456,policy_id_1656,경기,인천 남동구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_457,policy_id_1654,경기,인천 남동구,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_458,policy_id_1645,경기,인천 계양구,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_459,policy_id_1644,경기,경기 안산시,"교육훈련, 체험, 인턴",18,34,20200101,20200630
document_id_460,policy_id_985,전남,광주,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_461,policy_id_953,전남,광주 동구,"교육훈련, 체험, 인턴",19,39,20200219,20200226
document_id_462,policy_id_948,전남,광주 광산,"교육훈련, 체험, 인턴",19,39,20200301,20200331
document_id_463,policy_id_935,경북,경북 포항시,"교육훈련, 체험, 인턴",0,45,20200101,20201231
document_id_464,policy_id_934,경북,경북 포항시,"교육훈련, 체험, 인턴",0,44,20200201,20200229
document_id_465,policy_id_930,경북,경북 포항시,"교육훈련, 체험, 인턴",0,39,20200601,20200630
document_id_466,policy_id_929,경북,경북 포항시,"교육훈련, 체험, 인턴",18,39,20200401,20200529
document_id_467,policy_id_927,경북,경북 포항시,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_468,policy_id_926,경북,경북 포항시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_469,policy_id_923,경북,경북 포항시,"교육훈련, 체험, 인턴",0,99,20200302,20201231
document_id_470,policy_id_922,경북,경북 포항시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_471,policy_id_921,경북,경북 포항시,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_472,policy_id_911,경북,경북 의성군,"교육훈련, 체험, 인턴",18,29,20201201,20201231
document_id_473,policy_id_910,경북,경북 의성군,"교육훈련, 체험, 인턴",0,45,20200101,20200630
document_id_474,policy_id_901,경북,경북 예천군,"교육훈련, 체험, 인턴",19,49,20200102,20201031
document_id_475,policy_id_900,경북,경북 예천군,"교육훈련, 체험, 인턴",0,39,20200301,20200331
document_id_476,policy_id_895,경북,경북 영주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_477,policy_id_881,경북,경북 상주시,"교육훈련, 체험, 인턴",0,99,20200123,20200211
document_id_478,policy_id_880,경북,경북 상주시,"교육훈련, 체험, 인턴",0,99,20200123,20200211
document_id_479,policy_id_877,경북,경북 상주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_480,policy_id_872,경북,경북 봉화군,"교육훈련, 체험, 인턴",18,39,20200109,20200116
document_id_481,policy_id_871,경북,경북,"교육훈련, 체험, 인턴",18,39,20200203,20200218
document_id_482,policy_id_869,경북,경북,"교육훈련, 체험, 인턴",16,39,20200101,20201231
document_id_483,policy_id_856,경북,경북,"교육훈련, 체험, 인턴",0,39,20200301,20200430
document_id_484,policy_id_841,경북,경북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_485,policy_id_840,경북,경북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_486,policy_id_838,경북,경북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_487,policy_id_836,경북,경북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_488,policy_id_814,경북,경북,"교육훈련, 체험, 인턴",15,39,20200101,20201231
document_id_489,policy_id_812,경북,경북 문경시,"교육훈련, 체험, 인턴",0,99,20200601,20200630
document_id_490,policy_id_811,경북,경북 문경시,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_491,policy_id_797,경북,경북 경주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_492,policy_id_792,경북,경북 경산시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_493,policy_id_2263,전북,전북 정읍시,"교육훈련, 체험, 인턴",18,99,20201101,20201130
document_id_494,policy_id_2258,전북,전북 정읍시,"교육훈련, 체험, 인턴",25,75,20200301,20200331
document_id_495,policy_id_2251,전북,전북 정읍시,"교육훈련, 체험, 인턴",18,39,20200301,20200331
document_id_496,policy_id_2250,전북,전북 정읍시,"교육훈련, 체험, 인턴",18,39,20200101,20200131
document_id_497,policy_id_2248,전북,전북 정읍시,"교육훈련, 체험, 인턴",18,39,20200201,20200229
document_id_498,policy_id_2235,전북,전북 전주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_499,policy_id_2231,전북,전북 전주시,"교육훈련, 체험, 인턴",18,34,20200301,20201231
document_id_500,policy_id_2227,전북,전북 전주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_501,policy_id_2225,전북,전북 전주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_502,policy_id_2222,전북,전북 전주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_503,policy_id_2221,전북,전북 전주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_504,policy_id_2217,전북,전북 전주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_505,policy_id_2206,전북,전북 전주시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_506,policy_id_2204,전북,전북 전주시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_507,policy_id_2189,전북,전북 장수군,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_508,policy_id_2174,전북,전북 군산시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_509,policy_id_2153,전북,전북 임실군,"교육훈련, 체험, 인턴",18,39,20200213,20200217
document_id_510,policy_id_2129,전북,전북 익산시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_511,policy_id_2128,전북,전북 익산시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_512,policy_id_2122,전북,전북 익산시,"교육훈련, 체험, 인턴",18,39,20200309,20200320
document_id_513,policy_id_2113,전북,전북 완주군,"교육훈련, 체험, 인턴",0,99,20200101,20200731
document_id_514,policy_id_2093,전북,전북 순창군,"교육훈련, 체험, 인턴",0,99,20200113,20201231
document_id_515,policy_id_2078,전북,전북 부안군,"교육훈련, 체험, 인턴",18,39,20200218,20200320
document_id_516,policy_id_2076,전북,전북 부안군,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_517,policy_id_2075,전북,전북 부안군,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_518,policy_id_2073,전북,전북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_519,policy_id_2046,전북,전북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_520,policy_id_2039,전북,전북,"교육훈련, 체험, 인턴",18,99,20200201,20200331
document_id_521,policy_id_2031,전북,전북,"교육훈련, 체험, 인턴",18,39,20200217,20200221
document_id_522,policy_id_2024,전북,전북,"교육훈련, 체험, 인턴",18,39,20200213,20200319
document_id_523,policy_id_2009,전북,전북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_524,policy_id_2008,전북,전북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_525,policy_id_1997,전북,전북,"교육훈련, 체험, 인턴",0,45,20200101,20201231
document_id_526,policy_id_1996,전북,전북,"교육훈련, 체험, 인턴",0,99,20200301,20200930
document_id_527,policy_id_1992,전북,전북,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_528,policy_id_1987,전북,전북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_529,policy_id_1986,전북,전북,"교육훈련, 체험, 인턴",0,99,20200301,20200304
document_id_530,policy_id_1981,전북,전북,"교육훈련, 체험, 인턴",18,39,20200301,20201231
document_id_531,policy_id_1979,전북,전북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_532,policy_id_1977,전북,전북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_533,policy_id_1972,전북,전북,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_534,policy_id_1968,전북,전북 무주군,"교육훈련, 체험, 인턴",18,39,20200201,20200229
document_id_535,policy_id_1967,전북,전북 무주군,"교육훈련, 체험, 인턴",18,39,20200201,20200229
document_id_536,policy_id_1959,전북,전북 남원시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_537,policy_id_1956,전북,전북 남원시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_538,policy_id_1955,전북,전북 남원시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_539,policy_id_1953,전북,전북 남원시,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_540,policy_id_1952,전북,전북 남원시,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_541,policy_id_1950,전북,전북 남원시,"교육훈련, 체험, 인턴",0,39,20200101,20201231
document_id_542,policy_id_1946,전북,전북 남원시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_543,policy_id_1945,전북,전북 남원시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_544,policy_id_1935,전북,전북 김제시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_545,policy_id_1932,전북,전북 김제시,"교육훈련, 체험, 인턴",18,39,20200205,20201231
document_id_546,policy_id_1931,전북,전북 김제시,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_547,policy_id_1919,전북,전북 군산시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
document_id_548,policy_id_1918,전북,전북 군산시,"교육훈련, 체험, 인턴",18,34,20200113,20200120
document_id_549,policy_id_1916,전북,전북 군산시,"교육훈련, 체험, 인턴",18,39,20200212,20200225
document_id_550,policy_id_1914,전남,전남 군산시,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_551,policy_id_1913,전북,전북 고창군,"교육훈련, 체험, 인턴",18,34,20200301,20200331
document_id_552,policy_id_1909,전북,전북 고창군,"교육훈련, 체험, 인턴",18,39,20200101,20201231
document_id_553,policy_id_1908,전북,전북 고창군,"교육훈련, 체험, 인턴",18,34,20200101,20201231
document_id_554,policy_id_1894,전남,전남 해남군,"교육훈련, 체험, 인턴",18,49,20200301,20200331
document_id_555,policy_id_1886,전남,전남 함평군,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_556,policy_id_1870,전남,전남 영암군,"교육훈련, 체험, 인턴",19,39,20200201,20200229
document_id_557,policy_id_1865,전남,전남 영광군,"교육훈련, 체험, 인턴",0,99,20200101,20201231
document_id_558,policy_id_1842,전남,전남 순천시,"교육훈련, 체험, 인턴",19,39,20200101,20201231
